clock,sample,za1,za2,za3,za4,za5,za6,za7,za8,za9,za10,za11,za12,za13,za14,za15,za16,za17,za18,za19,za20,za21,za22,za23,za24,za25,za26,za27,za28,za29,za30,za31,za32,zd1,zd2,zd3,zd4,zd5,zd6,zd7,zd8,zd9,zd10,zd11,zd12,zd13,zd14,zd15,zd16,zd17,zd18,zd19,zd20,zd21,zd22,zd23,zd24,zd25,zd26,zd27,zd28,zd29,zd30,zd31,zd32,pattern1,pattern2,pattern3,pattern4,pattern5,pattern6,pattern7,pattern8,pattern9,pattern10
2016-05-22T22:35:14.141Z,1191928,-2433,-1191928,-1191928,-1191928,-1191928,-1191928,-1191928,-1191928,-1191928,-1191928,-1191928,-1191928,-1191928,-1191928,-1191928,-32,-1191928,-1191928,-1191928,-1191928,-1191928,-1191928,-1191928,-1191928,-325787,-85800,-48,-42,-73,-3,-1191928,-8,-2428,-1191928,-1191928,-1191928,-1191928,-1191928,-1191928,-1191928,-1191928,-1191928,-1191928,-1191928,-1191928,-1191928,-1191928,-27,-1191928,-1191928,-1191928,-1191928,-1191928,-1191928,-1191928,-1191928,-324480,-85709,-44,-33,-63,-4,-1191928,-4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T22:34:53.727Z,1191907,-2412,-1191907,-1191907,-1191907,-1191907,-1191907,-1191907,-1191907,-1191907,-1191907,-1191907,-1191907,-1191907,-1191907,-1191907,-11,-1191907,-1191907,-1191907,-1191907,-1191907,-1191907,-1191907,-1191907,-325766,-85779,-27,-21,-52,-119,-1191907,-125,-2407,-1191907,-1191907,-1191907,-1191907,-1191907,-1191907,-1191907,-1191907,-1191907,-1191907,-1191907,-1191907,-1191907,-1191907,-6,-1191907,-1191907,-1191907,-1191907,-1191907,-1191907,-1191907,-1191907,-324459,-85688,-23,-12,-42,-115,-1191907,-108,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T22:34:42.605Z,1191896,-2401,-1191896,-1191896,-1191896,-1191896,-1191896,-1191896,-1191896,-1191896,-1191896,-1191896,-1191896,-1191896,-1191896,-1191896,0,-1191896,-1191896,-1191896,-1191896,-1191896,-1191896,-1191896,-1191896,-325755,-85768,-16,-10,-41,-108,-1191896,-114,-2396,-1191896,-1191896,-1191896,-1191896,-1191896,-1191896,-1191896,-1191896,-1191896,-1191896,-1191896,-1191896,-1191896,-1191896,-71,-1191896,-1191896,-1191896,-1191896,-1191896,-1191896,-1191896,-1191896,-324448,-85677,-12,-1,-31,-104,-1191896,-97,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T22:34:28.548Z,1191882,-2387,-1191882,-1191882,-1191882,-1191882,-1191882,-1191882,-1191882,-1191882,-1191882,-1191882,-1191882,-1191882,-1191882,-1191882,-64,-1191882,-1191882,-1191882,-1191882,-1191882,-1191882,-1191882,-1191882,-325741,-85754,-2,-52,-27,-94,-1191882,-100,-2382,-1191882,-1191882,-1191882,-1191882,-1191882,-1191882,-1191882,-1191882,-1191882,-1191882,-1191882,-1191882,-1191882,-1191882,-57,-1191882,-1191882,-1191882,-1191882,-1191882,-1191882,-1191882,-1191882,-324434,-85663,-4,-46,-17,-90,-1191882,-83,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T22:34:08.687Z,1191862,-2367,-1191862,-1191862,-1191862,-1191862,-1191862,-1191862,-1191862,-1191862,-1191862,-1191862,-1191862,-1191862,-1191862,-1191862,-44,-1191862,-1191862,-1191862,-1191862,-1191862,-1191862,-1191862,-1191862,-325721,-85734,-20,-32,-7,-74,-1191862,-80,-2362,-1191862,-1191862,-1191862,-1191862,-1191862,-1191862,-1191862,-1191862,-1191862,-1191862,-1191862,-1191862,-1191862,-1191862,-37,-1191862,-1191862,-1191862,-1191862,-1191862,-1191862,-1191862,-1191862,-324414,-85643,-16,-26,-474,-70,-1191862,-63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T22:43:11.228Z,1192404,-2909,-1192404,-1192404,-1192404,-1192404,-1192404,-1192404,-1192404,-1192404,-1192404,-1192404,-1192404,-1192404,-1192404,-1192404,-1,-1192404,-1192404,-1192404,-1192404,-1192404,-1192404,-1192404,-1192404,-326263,-86276,-35,-8,-58,-132,-1192404,-133,-2904,-1192404,-1192404,-1192404,-1192404,-1192404,-1192404,-1192404,-1192404,-1192404,-1192404,-1192404,-1192404,-1192404,-1192404,-12,-1192404,-1192404,-1192404,-1192404,-1192404,-1192404,-1192404,-1192404,-324956,-86185,-33,-1,-50,-131,-1192404,-126,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T22:42:32.975Z,1192367,-2872,-1192367,-1192367,-1192367,-1192367,-1192367,-1192367,-1192367,-1192367,-1192367,-1192367,-1192367,-1192367,-1192367,-1192367,-67,-1192367,-1192367,-1192367,-1192367,-1192367,-1192367,-1192367,-1192367,-326226,-86239,-3,-57,-21,-95,-1192367,-96,-2867,-1192367,-1192367,-1192367,-1192367,-1192367,-1192367,-1192367,-1192367,-1192367,-1192367,-1192367,-1192367,-1192367,-1192367,-63,-1192367,-1192367,-1192367,-1192367,-1192367,-1192367,-1192367,-1192367,-324919,-86148,-4,-48,-13,-94,-1192367,-89,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T22:42:15.732Z,1192349,-2854,-1192349,-1192349,-1192349,-1192349,-1192349,-1192349,-1192349,-1192349,-1192349,-1192349,-1192349,-1192349,-1192349,-1192349,-49,-1192349,-1192349,-1192349,-1192349,-1192349,-1192349,-1192349,-1192349,-326208,-86221,-24,-39,-3,-77,-1192349,-78,-2849,-1192349,-1192349,-1192349,-1192349,-1192349,-1192349,-1192349,-1192349,-1192349,-1192349,-1192349,-1192349,-1192349,-1192349,-45,-1192349,-1192349,-1192349,-1192349,-1192349,-1192349,-1192349,-1192349,-324901,-86130,-20,-30,-5,-76,-1192349,-71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T22:42:03.028Z,1192337,-2842,-1192337,-1192337,-1192337,-1192337,-1192337,-1192337,-1192337,-1192337,-1192337,-1192337,-1192337,-1192337,-1192337,-1192337,-37,-1192337,-1192337,-1192337,-1192337,-1192337,-1192337,-1192337,-1192337,-326196,-86209,-12,-27,-226,-65,-1192337,-66,-2837,-1192337,-1192337,-1192337,-1192337,-1192337,-1192337,-1192337,-1192337,-1192337,-1192337,-1192337,-1192337,-1192337,-1192337,-33,-1192337,-1192337,-1192337,-1192337,-1192337,-1192337,-1192337,-1192337,-324889,-86118,-8,-18,-215,-64,-1192337,-59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T22:41:54.239Z,1192328,-2833,-1192328,-1192328,-1192328,-1192328,-1192328,-1192328,-1192328,-1192328,-1192328,-1192328,-1192328,-1192328,-1192328,-1192328,-28,-1192328,-1192328,-1192328,-1192328,-1192328,-1192328,-1192328,-1192328,-326187,-86200,-3,-18,-217,-56,-1192328,-57,-2828,-1192328,-1192328,-1192328,-1192328,-1192328,-1192328,-1192328,-1192328,-1192328,-1192328,-1192328,-1192328,-1192328,-1192328,-24,-1192328,-1192328,-1192328,-1192328,-1192328,-1192328,-1192328,-1192328,-324880,-86109,-4,-9,-206,-55,-1192328,-50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T22:41:44.476Z,1192318,-2823,-1192318,-1192318,-1192318,-1192318,-1192318,-1192318,-1192318,-1192318,-1192318,-1192318,-1192318,-1192318,-1192318,-1192318,-18,-1192318,-1192318,-1192318,-1192318,-1192318,-1192318,-1192318,-1192318,-326177,-86190,-182,-8,-207,-46,-1192318,-47,-2818,-1192318,-1192318,-1192318,-1192318,-1192318,-1192318,-1192318,-1192318,-1192318,-1192318,-1192318,-1192318,-1192318,-1192318,-14,-1192318,-1192318,-1192318,-1192318,-1192318,-1192318,-1192318,-1192318,-324870,-86099,-179,-167,-196,-45,-1192318,-40,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T22:41:34.566Z,1192308,-2813,-1192308,-1192308,-1192308,-1192308,-1192308,-1192308,-1192308,-1192308,-1192308,-1192308,-1192308,-1192308,-1192308,-1192308,-8,-1192308,-1192308,-1192308,-1192308,-1192308,-1192308,-1192308,-1192308,-326167,-86180,-172,-166,-197,-36,-1192308,-37,-2808,-1192308,-1192308,-1192308,-1192308,-1192308,-1192308,-1192308,-1192308,-1192308,-1192308,-1192308,-1192308,-1192308,-1192308,-4,-1192308,-1192308,-1192308,-1192308,-1192308,-1192308,-1192308,-1192308,-324860,-86089,-169,-157,-186,-35,-1192308,-30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T22:41:12.846Z,1192287,-2792,-1192287,-1192287,-1192287,-1192287,-1192287,-1192287,-1192287,-1192287,-1192287,-1192287,-1192287,-1192287,-1192287,-1192287,-136,-1192287,-1192287,-1192287,-1192287,-1192287,-1192287,-1192287,-1192287,-326146,-86159,-151,-145,-176,-15,-1192287,-16,-2787,-1192287,-1192287,-1192287,-1192287,-1192287,-1192287,-1192287,-1192287,-1192287,-1192287,-1192287,-1192287,-1192287,-1192287,-131,-1192287,-1192287,-1192287,-1192287,-1192287,-1192287,-1192287,-1192287,-324839,-86068,-148,-136,-165,-14,-1192287,-9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T22:39:28.649Z,1192182,-2687,-1192182,-1192182,-1192182,-1192182,-1192182,-1192182,-1192182,-1192182,-1192182,-1192182,-1192182,-1192182,-1192182,-1192182,-31,-1192182,-1192182,-1192182,-1192182,-1192182,-1192182,-1192182,-1192182,-326041,-86054,-46,-40,-71,-3,-1192182,-7,-2682,-1192182,-1192182,-1192182,-1192182,-1192182,-1192182,-1192182,-1192182,-1192182,-1192182,-1192182,-1192182,-1192182,-1192182,-26,-1192182,-1192182,-1192182,-1192182,-1192182,-1192182,-1192182,-1192182,-324734,-85963,-43,-31,-60,-4,-1192182,-3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T22:39:14.410Z,1192168,-2673,-1192168,-1192168,-1192168,-1192168,-1192168,-1192168,-1192168,-1192168,-1192168,-1192168,-1192168,-1192168,-1192168,-1192168,-17,-1192168,-1192168,-1192168,-1192168,-1192168,-1192168,-1192168,-1192168,-326027,-86040,-32,-26,-57,-122,-1192168,-121,-2668,-1192168,-1192168,-1192168,-1192168,-1192168,-1192168,-1192168,-1192168,-1192168,-1192168,-1192168,-1192168,-1192168,-1192168,-12,-1192168,-1192168,-1192168,-1192168,-1192168,-1192168,-1192168,-1192168,-324720,-85949,-29,-17,-46,-118,-1192168,-114,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T22:39:02.827Z,1192157,-2662,-1192157,-1192157,-1192157,-1192157,-1192157,-1192157,-1192157,-1192157,-1192157,-1192157,-1192157,-1192157,-1192157,-1192157,-6,-1192157,-1192157,-1192157,-1192157,-1192157,-1192157,-1192157,-1192157,-326016,-86029,-21,-15,-46,-111,-1192157,-110,-2657,-1192157,-1192157,-1192157,-1192157,-1192157,-1192157,-1192157,-1192157,-1192157,-1192157,-1192157,-1192157,-1192157,-1192157,-1,-1192157,-1192157,-1192157,-1192157,-1192157,-1192157,-1192157,-1192157,-324709,-85938,-18,-6,-35,-107,-1192157,-103,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T22:38:51.728Z,1192145,-2650,-1192145,-1192145,-1192145,-1192145,-1192145,-1192145,-1192145,-1192145,-1192145,-1192145,-1192145,-1192145,-1192145,-1192145,-71,-1192145,-1192145,-1192145,-1192145,-1192145,-1192145,-1192145,-1192145,-326004,-86017,-9,-3,-34,-99,-1192145,-98,-2645,-1192145,-1192145,-1192145,-1192145,-1192145,-1192145,-1192145,-1192145,-1192145,-1192145,-1192145,-1192145,-1192145,-1192145,-67,-1192145,-1192145,-1192145,-1192145,-1192145,-1192145,-1192145,-1192145,-324697,-85926,-6,-54,-23,-95,-1192145,-91,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T22:38:41.833Z,1192136,-2641,-1192136,-1192136,-1192136,-1192136,-1192136,-1192136,-1192136,-1192136,-1192136,-1192136,-1192136,-1192136,-1192136,-1192136,-62,-1192136,-1192136,-1192136,-1192136,-1192136,-1192136,-1192136,-1192136,-325995,-86008,-5,-49,-25,-90,-1192136,-89,-2636,-1192136,-1192136,-1192136,-1192136,-1192136,-1192136,-1192136,-1192136,-1192136,-1192136,-1192136,-1192136,-1192136,-1192136,-58,-1192136,-1192136,-1192136,-1192136,-1192136,-1192136,-1192136,-1192136,-324688,-85917,-1,-45,-14,-86,-1192136,-82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T22:38:31.972Z,1192126,-2631,-1192126,-1192126,-1192126,-1192126,-1192126,-1192126,-1192126,-1192126,-1192126,-1192126,-1192126,-1192126,-1192126,-1192126,-52,-1192126,-1192126,-1192126,-1192126,-1192126,-1192126,-1192126,-1192126,-325985,-85998,-29,-39,-15,-80,-1192126,-79,-2626,-1192126,-1192126,-1192126,-1192126,-1192126,-1192126,-1192126,-1192126,-1192126,-1192126,-1192126,-1192126,-1192126,-1192126,-48,-1192126,-1192126,-1192126,-1192126,-1192126,-1192126,-1192126,-1192126,-324678,-85907,-25,-35,-4,-76,-1192126,-72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T22:38:22.706Z,1192116,-2621,-1192116,-1192116,-1192116,-1192116,-1192116,-1192116,-1192116,-1192116,-1192116,-1192116,-1192116,-1192116,-1192116,-1192116,-42,-1192116,-1192116,-1192116,-1192116,-1192116,-1192116,-1192116,-1192116,-325975,-85988,-19,-29,-5,-70,-1192116,-69,-2616,-1192116,-1192116,-1192116,-1192116,-1192116,-1192116,-1192116,-1192116,-1192116,-1192116,-1192116,-1192116,-1192116,-1192116,-38,-1192116,-1192116,-1192116,-1192116,-1192116,-1192116,-1192116,-1192116,-324668,-85897,-15,-25,-251,-66,-1192116,-62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T22:38:12.731Z,1192106,-2611,-1192106,-1192106,-1192106,-1192106,-1192106,-1192106,-1192106,-1192106,-1192106,-1192106,-1192106,-1192106,-1192106,-1192106,-32,-1192106,-1192106,-1192106,-1192106,-1192106,-1192106,-1192106,-1192106,-325965,-85978,-9,-19,-251,-60,-1192106,-59,-2606,-1192106,-1192106,-1192106,-1192106,-1192106,-1192106,-1192106,-1192106,-1192106,-1192106,-1192106,-1192106,-1192106,-1192106,-28,-1192106,-1192106,-1192106,-1192106,-1192106,-1192106,-1192106,-1192106,-324658,-85887,-5,-15,-241,-56,-1192106,-52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T22:38:01.533Z,1192095,-2600,-1192095,-1192095,-1192095,-1192095,-1192095,-1192095,-1192095,-1192095,-1192095,-1192095,-1192095,-1192095,-1192095,-1192095,-21,-1192095,-1192095,-1192095,-1192095,-1192095,-1192095,-1192095,-1192095,-325954,-85967,-1,-8,-240,-49,-1192095,-48,-2595,-1192095,-1192095,-1192095,-1192095,-1192095,-1192095,-1192095,-1192095,-1192095,-1192095,-1192095,-1192095,-1192095,-1192095,-17,-1192095,-1192095,-1192095,-1192095,-1192095,-1192095,-1192095,-1192095,-324647,-85876,0,-4,-230,-45,-1192095,-41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T22:37:49.640Z,1192083,-2588,-1192083,-1192083,-1192083,-1192083,-1192083,-1192083,-1192083,-1192083,-1192083,-1192083,-1192083,-1192083,-1192083,-1192083,-9,-1192083,-1192083,-1192083,-1192083,-1192083,-1192083,-1192083,-1192083,-325942,-85955,-203,0,-228,-37,-1192083,-36,-2583,-1192083,-1192083,-1192083,-1192083,-1192083,-1192083,-1192083,-1192083,-1192083,-1192083,-1192083,-1192083,-1192083,-1192083,-5,-1192083,-1192083,-1192083,-1192083,-1192083,-1192083,-1192083,-1192083,-324635,-85864,-199,-188,-218,-33,-1192083,-29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T22:37:37.688Z,1192071,-2576,-1192071,-1192071,-1192071,-1192071,-1192071,-1192071,-1192071,-1192071,-1192071,-1192071,-1192071,-1192071,-1192071,-1192071,-175,-1192071,-1192071,-1192071,-1192071,-1192071,-1192071,-1192071,-1192071,-325930,-85943,-191,-185,-216,-25,-1192071,-24,-2571,-1192071,-1192071,-1192071,-1192071,-1192071,-1192071,-1192071,-1192071,-1192071,-1192071,-1192071,-1192071,-1192071,-1192071,-170,-1192071,-1192071,-1192071,-1192071,-1192071,-1192071,-1192071,-1192071,-324623,-85852,-187,-176,-206,-21,-1192071,-17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T22:48:26.717Z,1192720,-3225,-1192720,-1192720,-1192720,-1192720,-1192720,-1192720,-1192720,-1192720,-1192720,-1192720,-1192720,-1192720,-1192720,-1192720,-31,-1192720,-1192720,-1192720,-1192720,-1192720,-1192720,-1192720,-1192720,-326579,-86592,-51,-34,-71,-3,-1192720,-8,-3220,-1192720,-1192720,-1192720,-1192720,-1192720,-1192720,-1192720,-1192720,-1192720,-1192720,-1192720,-1192720,-1192720,-1192720,-26,-1192720,-1192720,-1192720,-1192720,-1192720,-1192720,-1192720,-1192720,-325272,-86501,-42,-31,-59,-1,-1192720,-3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T22:48:04.976Z,1192699,-3204,-1192699,-1192699,-1192699,-1192699,-1192699,-1192699,-1192699,-1192699,-1192699,-1192699,-1192699,-1192699,-1192699,-1192699,-10,-1192699,-1192699,-1192699,-1192699,-1192699,-1192699,-1192699,-1192699,-326558,-86571,-30,-13,-50,-119,-1192699,-115,-3199,-1192699,-1192699,-1192699,-1192699,-1192699,-1192699,-1192699,-1192699,-1192699,-1192699,-1192699,-1192699,-1192699,-1192699,-5,-1192699,-1192699,-1192699,-1192699,-1192699,-1192699,-1192699,-1192699,-325251,-86480,-21,-10,-38,-115,-1192699,-111,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T22:47:50.969Z,1192685,-3190,-1192685,-1192685,-1192685,-1192685,-1192685,-1192685,-1192685,-1192685,-1192685,-1192685,-1192685,-1192685,-1192685,-1192685,-74,-1192685,-1192685,-1192685,-1192685,-1192685,-1192685,-1192685,-1192685,-326544,-86557,-16,-2,-36,-105,-1192685,-101,-3185,-1192685,-1192685,-1192685,-1192685,-1192685,-1192685,-1192685,-1192685,-1192685,-1192685,-1192685,-1192685,-1192685,-1192685,-70,-1192685,-1192685,-1192685,-1192685,-1192685,-1192685,-1192685,-1192685,-325237,-86466,-7,-3,-24,-101,-1192685,-97,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T22:47:41.129Z,1192675,-3180,-1192675,-1192675,-1192675,-1192675,-1192675,-1192675,-1192675,-1192675,-1192675,-1192675,-1192675,-1192675,-1192675,-1192675,-64,-1192675,-1192675,-1192675,-1192675,-1192675,-1192675,-1192675,-1192675,-326534,-86547,-6,-54,-26,-95,-1192675,-91,-3175,-1192675,-1192675,-1192675,-1192675,-1192675,-1192675,-1192675,-1192675,-1192675,-1192675,-1192675,-1192675,-1192675,-1192675,-60,-1192675,-1192675,-1192675,-1192675,-1192675,-1192675,-1192675,-1192675,-325227,-86456,-37,-47,-14,-91,-1192675,-87,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T22:47:28.030Z,1192661,-3166,-1192661,-1192661,-1192661,-1192661,-1192661,-1192661,-1192661,-1192661,-1192661,-1192661,-1192661,-1192661,-1192661,-1192661,-50,-1192661,-1192661,-1192661,-1192661,-1192661,-1192661,-1192661,-1192661,-326520,-86533,-25,-40,-12,-81,-1192661,-77,-3161,-1192661,-1192661,-1192661,-1192661,-1192661,-1192661,-1192661,-1192661,-1192661,-1192661,-1192661,-1192661,-1192661,-1192661,-46,-1192661,-1192661,-1192661,-1192661,-1192661,-1192661,-1192661,-1192661,-325213,-86442,-23,-33,0,-77,-1192661,-73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T22:47:16.996Z,1192651,-3156,-1192651,-1192651,-1192651,-1192651,-1192651,-1192651,-1192651,-1192651,-1192651,-1192651,-1192651,-1192651,-1192651,-1192651,-40,-1192651,-1192651,-1192651,-1192651,-1192651,-1192651,-1192651,-1192651,-326510,-86523,-15,-30,-2,-71,-1192651,-67,-3151,-1192651,-1192651,-1192651,-1192651,-1192651,-1192651,-1192651,-1192651,-1192651,-1192651,-1192651,-1192651,-1192651,-1192651,-36,-1192651,-1192651,-1192651,-1192651,-1192651,-1192651,-1192651,-1192651,-325203,-86432,-13,-23,-297,-67,-1192651,-63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T22:46:59.423Z,1192633,-3138,-1192633,-1192633,-1192633,-1192633,-1192633,-1192633,-1192633,-1192633,-1192633,-1192633,-1192633,-1192633,-1192633,-1192633,-22,-1192633,-1192633,-1192633,-1192633,-1192633,-1192633,-1192633,-1192633,-326492,-86505,-264,-12,-287,-53,-1192633,-49,-3133,-1192633,-1192633,-1192633,-1192633,-1192633,-1192633,-1192633,-1192633,-1192633,-1192633,-1192633,-1192633,-1192633,-1192633,-18,-1192633,-1192633,-1192633,-1192633,-1192633,-1192633,-1192633,-1192633,-325185,-86414,-262,-5,-279,-49,-1192633,-45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T22:46:46.065Z,1192620,-3125,-1192620,-1192620,-1192620,-1192620,-1192620,-1192620,-1192620,-1192620,-1192620,-1192620,-1192620,-1192620,-1192620,-1192620,-9,-1192620,-1192620,-1192620,-1192620,-1192620,-1192620,-1192620,-1192620,-326479,-86492,-251,-224,-274,-40,-1192620,-36,-3120,-1192620,-1192620,-1192620,-1192620,-1192620,-1192620,-1192620,-1192620,-1192620,-1192620,-1192620,-1192620,-1192620,-1192620,-5,-1192620,-1192620,-1192620,-1192620,-1192620,-1192620,-1192620,-1192620,-325172,-86401,-249,-217,-266,-36,-1192620,-32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T22:46:29.911Z,1192604,-3109,-1192604,-1192604,-1192604,-1192604,-1192604,-1192604,-1192604,-1192604,-1192604,-1192604,-1192604,-1192604,-1192604,-1192604,-201,-1192604,-1192604,-1192604,-1192604,-1192604,-1192604,-1192604,-1192604,-326463,-86476,-235,-208,-258,-24,-1192604,-20,-3104,-1192604,-1192604,-1192604,-1192604,-1192604,-1192604,-1192604,-1192604,-1192604,-1192604,-1192604,-1192604,-1192604,-1192604,-197,-1192604,-1192604,-1192604,-1192604,-1192604,-1192604,-1192604,-1192604,-325156,-86385,-233,-201,-250,-20,-1192604,-16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T22:56:13.702Z,1193187,-3692,-1193187,-1193187,-1193187,-1193187,-1193187,-1193187,-1193187,-1193187,-1193187,-1193187,-1193187,-1193187,-1193187,-1193187,-18,-1193187,-1193187,-1193187,-1193187,-1193187,-1193187,-1193187,-1193187,-327046,-87059,-26,-20,-35,-5,-1193187,-6,-3687,-1193187,-1193187,-1193187,-1193187,-1193187,-1193187,-1193187,-1193187,-1193187,-1193187,-1193187,-1193187,-1193187,-1193187,-15,-1193187,-1193187,-1193187,-1193187,-1193187,-1193187,-1193187,-1193187,-325739,-86968,-22,-16,-30,0,-1193187,-3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T22:53:06.737Z,1193000,-3505,-1193000,-1193000,-1193000,-1193000,-1193000,-1193000,-1193000,-1193000,-1193000,-1193000,-1193000,-1193000,-1193000,-1193000,-29,-1193000,-1193000,-1193000,-1193000,-1193000,-1193000,-1193000,-1193000,-326859,-86872,-44,-39,-69,-5,-1193000,-7,-3500,-1193000,-1193000,-1193000,-1193000,-1193000,-1193000,-1193000,-1193000,-1193000,-1193000,-1193000,-1193000,-1193000,-1193000,-26,-1193000,-1193000,-1193000,-1193000,-1193000,-1193000,-1193000,-1193000,-325552,-86781,-42,-30,-58,-1,-1193000,-4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T22:52:44.988Z,1192979,-3484,-1192979,-1192979,-1192979,-1192979,-1192979,-1192979,-1192979,-1192979,-1192979,-1192979,-1192979,-1192979,-1192979,-1192979,-8,-1192979,-1192979,-1192979,-1192979,-1192979,-1192979,-1192979,-1192979,-326838,-86851,-23,-18,-48,-113,-1192979,-114,-3479,-1192979,-1192979,-1192979,-1192979,-1192979,-1192979,-1192979,-1192979,-1192979,-1192979,-1192979,-1192979,-1192979,-1192979,-5,-1192979,-1192979,-1192979,-1192979,-1192979,-1192979,-1192979,-1192979,-325531,-86760,-21,-9,-37,-111,-1192979,-110,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T22:52:30.743Z,1192964,-3469,-1192964,-1192964,-1192964,-1192964,-1192964,-1192964,-1192964,-1192964,-1192964,-1192964,-1192964,-1192964,-1192964,-1192964,-73,-1192964,-1192964,-1192964,-1192964,-1192964,-1192964,-1192964,-1192964,-326823,-86836,-8,-3,-33,-98,-1192964,-99,-3464,-1192964,-1192964,-1192964,-1192964,-1192964,-1192964,-1192964,-1192964,-1192964,-1192964,-1192964,-1192964,-1192964,-1192964,-68,-1192964,-1192964,-1192964,-1192964,-1192964,-1192964,-1192964,-1192964,-325516,-86745,-6,-52,-22,-96,-1192964,-95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
2016-05-22T22:52:20.033Z,1192954,-3459,-1192954,-1192954,-1192954,-1192954,-1192954,-1192954,-1192954,-1192954,-1192954,-1192954,-1192954,-1192954,-1192954,-1192954,-63,-1192954,-1192954,-1192954,-1192954,-1192954,-1192954,-1192954,-1192954,-326813,-86826,-2,-51,-23,-88,-1192954,-89,-3454,-1192954,-1192954,-1192954,-1192954,-1192954,-1192954,-1192954,-1192954,-1192954,-1192954,-1192954,-1192954,-1192954,-1192954,-58,-1192954,-1192954,-1192954,-1192954,-1192954,-1192954,-1192954,-1192954,-325506,-86735,-3,-42,-12,-86,-1192954,-85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
